tail_rank,role_scope,role_scope_description,aggregation,feature_type,feature_name,candidate_grade,combined_direction,old_direction,new_direction,direction_consistent,old_directional_auc,new_directional_auc,combined_directional_auc,combined_patient_n,combined_patient_n_with_feature,combined_positive_n,combined_negative_n,old_negative_n,new_negative_n,nonpatient_P99,nonpatient_P995,nonpatient_P999,nonpatient_max,old_nonpatient_P99,new_nonpatient_P99,old_patient_above_old_P99_rate,new_patient_above_new_P99_rate,cross_data_p99_relative_diff,cross_data_tail_consistent,patient_P90,patient_P99,patient_above_P99_rate,patient_above_P995_rate,patient_above_P999_rate,tail_separation_ratio,combined_fp_at_P99,combined_fp_at_P995,combined_fp_at_P999,combined_fp_rate_at_P99,combined_fp_rate_at_P995,combined_fp_rate_at_P999,strict_filter_pass,filter_failure_reasons
488,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,raw_lip_region_centroid_z_asym,candidate,patient_higher,patient_higher,patient_higher,true,0.538682,0.614205,0.564150,603,603,378,225,166,59,0.086388,0.094491,0.111162,0.115735,0.082909,0.043825,0.023810,0.095238,0.471411,false,0.046267,0.109926,0.021164,0.018519,0.010582,0.535573,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.021164 < 0.150000; tail_separation_ratio 0.535573 < 1.500000; cross_data_tail_consistent is false
489,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,raw_lip_region_centroid_z_asym,candidate,patient_higher,patient_higher,patient_higher,true,0.538682,0.606941,0.563233,603,603,378,225,166,59,0.086388,0.094491,0.111162,0.115735,0.082909,0.043825,0.023810,0.095238,0.471411,false,0.046267,0.109926,0.021164,0.018519,0.010582,0.535573,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.021164 < 0.150000; tail_separation_ratio 0.535573 < 1.500000; cross_data_tail_consistent is false
490,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,expression_blendshape,bs_noseSneerLeft,,patient_higher,patient_higher,nonpatient_higher,false,0.528513,0.587167,0.552823,605,605,378,227,168,59,0.000011,0.000013,0.000014,0.000014,0.000011,0.000006,0.011905,0.047619,0.454463,false,0.000006,0.000012,0.013228,0.010582,0.005291,0.535555,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.013228 < 0.150000; tail_separation_ratio 0.535555 < 1.500000; cross_data_tail_consistent is false
491,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,expression_blendshape,bs_eyeLookInLeft,,patient_higher,nonpatient_higher,nonpatient_higher,true,0.505545,0.529967,0.513093,604,604,378,226,168,58,0.383880,0.399189,0.441851,0.453701,0.391148,0.111181,0.023810,0.095238,0.715757,false,0.205450,0.494925,0.026455,0.026455,0.015873,0.535192,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.026455 < 0.150000; tail_separation_ratio 0.535192 < 1.500000; cross_data_tail_consistent is false
492,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,asymmetry,bsdiff_brow_max_abs,candidate,patient_higher,patient_higher,patient_higher,true,0.544320,0.587167,0.559142,603,603,378,225,166,59,0.403448,0.417601,0.538779,0.573612,0.415364,0.265464,0.008929,0.047619,0.360888,false,0.215871,0.391599,0.007937,0.007937,0.000000,0.535066,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.535066 < 1.500000; cross_data_tail_consistent is false
493,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,asymmetry,bsdiff_browOuterUp_abs,,patient_higher,patient_higher,patient_higher,true,0.543702,0.525020,0.549189,603,603,378,225,166,59,0.403448,0.417601,0.538779,0.573612,0.415364,0.265464,0.008929,0.047619,0.360888,false,0.215261,0.391599,0.007937,0.007937,0.000000,0.533554,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.533554 < 1.500000; cross_data_tail_consistent is false
494,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,bsdiff_eyeLookOut_abs,,patient_higher,patient_higher,patient_higher,true,0.524150,0.508878,0.516461,603,603,378,225,166,59,0.601000,0.679792,0.731845,0.744520,0.643817,0.433739,0.017857,0.023810,0.326301,false,0.319964,0.729512,0.021164,0.013228,0.010582,0.532387,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.021164 < 0.150000; tail_separation_ratio 0.532387 < 1.500000; cross_data_tail_consistent is false
495,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,bsdiff_eyeLookOut_abs,,patient_higher,patient_higher,patient_higher,true,0.524150,0.508878,0.516379,603,603,378,225,166,59,0.601000,0.679792,0.731845,0.744520,0.643817,0.433739,0.017857,0.023810,0.326301,false,0.319964,0.729512,0.021164,0.013228,0.010582,0.532387,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.021164 < 0.150000; tail_separation_ratio 0.532387 < 1.500000; cross_data_tail_consistent is false
496,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,asymmetry,raw_iris_region_centroid_z_asym,,patient_higher,patient_higher,patient_higher,true,0.523155,0.535109,0.524938,603,603,378,225,166,59,0.105262,0.116413,0.161579,0.174319,0.111860,0.036246,0.032738,0.166667,0.675970,false,0.055898,0.145374,0.031746,0.026455,0.005291,0.531042,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.031746 < 0.150000; tail_separation_ratio 0.531042 < 1.500000; cross_data_tail_consistent is false
497,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,raw_iris_region_centroid_z_asym,,patient_higher,patient_higher,patient_higher,true,0.521676,0.531477,0.523627,603,603,378,225,166,59,0.105262,0.116413,0.161579,0.174319,0.111860,0.036246,0.032738,0.142857,0.675970,false,0.055898,0.145374,0.031746,0.026455,0.005291,0.531042,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.031746 < 0.150000; tail_separation_ratio 0.531042 < 1.500000; cross_data_tail_consistent is false
498,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,raw_iris_region_centroid_z_asym,,patient_higher,patient_higher,patient_higher,true,0.521676,0.523810,0.523063,603,603,378,225,166,59,0.105262,0.116413,0.161579,0.174319,0.111860,0.036246,0.032738,0.142857,0.675970,false,0.055898,0.145374,0.031746,0.026455,0.005291,0.531042,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.031746 < 0.150000; tail_separation_ratio 0.531042 < 1.500000; cross_data_tail_consistent is false
499,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,asymmetry,bsdiff_eyeLookDown_abs,candidate,patient_higher,patient_higher,patient_higher,true,0.550693,0.591954,0.557446,604,604,378,226,168,58,0.066583,0.076593,0.088672,0.091980,0.073601,0.050705,0.023810,0.023810,0.311081,false,0.035230,0.138266,0.023810,0.023810,0.013228,0.529110,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.023810 < 0.150000; tail_separation_ratio 0.529110 < 1.500000; cross_data_tail_consistent is false
500,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,asymmetry,raw_all_mesh_region_centroid_z_asym,,patient_higher,nonpatient_higher,patient_higher,false,0.514589,0.551655,0.525004,605,605,378,227,168,59,0.207117,0.275260,0.311525,0.319252,0.158115,0.285061,0.026786,0.000000,0.445331,false,0.109519,0.191317,0.002646,0.000000,0.000000,0.528777,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.002646 < 0.150000; tail_separation_ratio 0.528777 < 1.500000; cross_data_tail_consistent is false
501,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,expression_blendshape,bs_mouthStretchLeft,,patient_higher,patient_higher,nonpatient_higher,false,0.510771,0.516420,0.520813,604,604,378,226,168,58,0.427929,0.552661,0.743834,0.794356,0.420094,0.378780,0.014881,0.071429,0.098345,true,0.226044,0.566887,0.015873,0.010582,0.002646,0.528228,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.015873 < 0.150000; tail_separation_ratio 0.528228 < 1.500000
502,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,bsdiff_brow_max_abs,candidate,patient_higher,patient_higher,patient_higher,true,0.541640,0.579903,0.557219,603,603,378,225,166,59,0.403448,0.417601,0.538779,0.573612,0.415364,0.223097,0.008929,0.071429,0.462888,false,0.212856,0.391599,0.007937,0.007937,0.000000,0.527592,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.527592 < 1.500000; cross_data_tail_consistent is false
503,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,bsdiff_brow_max_abs,candidate,patient_higher,patient_higher,patient_higher,true,0.541640,0.581114,0.556808,603,603,378,225,166,59,0.403448,0.417601,0.538779,0.573612,0.415364,0.223097,0.008929,0.071429,0.462888,false,0.212856,0.391599,0.007937,0.007937,0.000000,0.527592,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.527592 < 1.500000; cross_data_tail_consistent is false
504,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,expression_blendshape,bs_eyeLookInRight,,patient_higher,nonpatient_higher,nonpatient_higher,true,0.525794,0.527845,0.548353,605,605,378,227,168,59,0.804164,0.843561,0.921770,0.943559,0.700909,0.819551,0.035714,0.000000,0.144765,true,0.423335,0.824717,0.013228,0.007937,0.000000,0.526429,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.013228 < 0.150000; tail_separation_ratio 0.526429 < 1.500000
505,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,expression_blendshape,bs_mouthStretchLeft,,patient_higher,patient_higher,nonpatient_higher,false,0.507777,0.522578,0.517383,604,604,378,226,168,58,0.427929,0.552661,0.743834,0.794356,0.420094,0.378780,0.014881,0.071429,0.098345,true,0.225206,0.566887,0.015873,0.010582,0.002646,0.526270,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.015873 < 0.150000; tail_separation_ratio 0.526270 < 1.500000
506,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,asymmetry,raw_iris_region_area_asym,,patient_higher,nonpatient_higher,nonpatient_higher,true,0.541126,0.528249,0.505495,605,605,378,227,168,59,0.140934,0.157515,0.214908,0.231227,0.102626,0.147440,0.026786,0.000000,0.303950,false,0.073939,0.129369,0.005291,0.002646,0.000000,0.524637,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.005291 < 0.150000; tail_separation_ratio 0.524637 < 1.500000; cross_data_tail_consistent is false
507,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,expression_blendshape,bs_mouthShrugUpper,,patient_higher,patient_higher,nonpatient_higher,false,0.526715,0.527441,0.558434,605,605,378,227,168,59,0.053393,0.064925,0.079782,0.083619,0.057808,0.023272,0.023810,0.023810,0.597421,false,0.027965,0.075030,0.026455,0.015873,0.007937,0.523765,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.026455 < 0.150000; tail_separation_ratio 0.523765 < 1.500000; cross_data_tail_consistent is false
508,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,asymmetry,raw_iris_region_point_spread_asym,,patient_higher,nonpatient_higher,nonpatient_higher,true,0.533411,0.537934,0.513297,605,605,378,227,168,59,0.074753,0.096332,0.125642,0.133370,0.061266,0.077303,0.014881,0.000000,0.207457,true,0.039150,0.070742,0.007937,0.000000,0.000000,0.523724,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.523724 < 1.500000
509,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,expression_blendshape,bs_eyeLookInLeft,,patient_higher,patient_higher,nonpatient_higher,false,0.503702,0.536723,0.506872,603,603,378,225,166,59,0.308468,0.369085,0.529417,0.573330,0.332836,0.139466,0.023810,0.023810,0.580977,false,0.161515,0.424136,0.026455,0.015873,0.005291,0.523601,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.026455 < 0.150000; tail_separation_ratio 0.523601 < 1.500000; cross_data_tail_consistent is false
510,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,expression_blendshape,bs_eyeLookInLeft,,patient_higher,patient_higher,nonpatient_higher,false,0.501425,0.543180,0.504368,603,603,378,225,166,59,0.308468,0.369085,0.529417,0.573330,0.332836,0.139466,0.023810,0.023810,0.580977,false,0.161515,0.424136,0.026455,0.015873,0.005291,0.523601,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.026455 < 0.150000; tail_separation_ratio 0.523601 < 1.500000; cross_data_tail_consistent is false
511,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,expression_blendshape,bs_eyeLookInLeft,,patient_higher,patient_higher,nonpatient_higher,false,0.501425,0.548023,0.503862,603,603,378,225,166,59,0.308468,0.369085,0.529417,0.573330,0.332836,0.139466,0.023810,0.023810,0.580977,false,0.161515,0.424136,0.026455,0.015873,0.005291,0.523601,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.026455 < 0.150000; tail_separation_ratio 0.523601 < 1.500000; cross_data_tail_consistent is false
512,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,asymmetry,bsdiff_eyeLookDown_abs,,patient_higher,patient_higher,patient_higher,true,0.525818,0.543180,0.527284,603,603,378,225,166,59,0.069172,0.108792,0.178267,0.196816,0.082049,0.062061,0.017857,0.000000,0.243609,true,0.036208,0.108346,0.015873,0.010582,0.002646,0.523444,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.015873 < 0.150000; tail_separation_ratio 0.523444 < 1.500000
513,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,bsdiff_browOuterUp_abs,,patient_higher,patient_higher,patient_higher,true,0.541048,0.514528,0.546919,603,603,378,225,166,59,0.403448,0.417601,0.538779,0.573612,0.415364,0.223097,0.008929,0.071429,0.462888,false,0.210782,0.391599,0.007937,0.007937,0.000000,0.522452,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.522452 < 1.500000; cross_data_tail_consistent is false
514,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,bsdiff_browOuterUp_abs,,patient_higher,patient_higher,patient_higher,true,0.541048,0.516546,0.546661,603,603,378,225,166,59,0.403448,0.417601,0.538779,0.573612,0.415364,0.223097,0.008929,0.071429,0.462888,false,0.210782,0.391599,0.007937,0.007937,0.000000,0.522452,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.522452 < 1.500000; cross_data_tail_consistent is false
515,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,asymmetry,bsdiff_noseSneer_abs,,patient_higher,patient_higher,nonpatient_higher,false,0.530488,0.570621,0.537043,605,605,378,227,168,59,0.000010,0.000010,0.000013,0.000014,0.000009,0.000005,0.014881,0.047619,0.505824,false,0.000005,0.000011,0.015873,0.015873,0.007937,0.521921,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.015873 < 0.150000; tail_separation_ratio 0.521921 < 1.500000; cross_data_tail_consistent is false
516,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,asymmetry,bsdiff_nose_max_abs,,patient_higher,patient_higher,nonpatient_higher,false,0.530488,0.570621,0.537043,605,605,378,227,168,59,0.000010,0.000010,0.000013,0.000014,0.000009,0.000005,0.014881,0.047619,0.505824,false,0.000005,0.000011,0.015873,0.015873,0.007937,0.521921,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.015873 < 0.150000; tail_separation_ratio 0.521921 < 1.500000; cross_data_tail_consistent is false
517,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,asymmetry,bsdiff_nose_mean_abs,,patient_higher,patient_higher,nonpatient_higher,false,0.530488,0.570621,0.537043,605,605,378,227,168,59,0.000010,0.000010,0.000013,0.000014,0.000009,0.000005,0.014881,0.047619,0.505824,false,0.000005,0.000011,0.015873,0.015873,0.007937,0.521921,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.015873 < 0.150000; tail_separation_ratio 0.521921 < 1.500000; cross_data_tail_consistent is false
518,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,expression_blendshape,bs_noseSneerLeft,,patient_higher,patient_higher,nonpatient_higher,false,0.579799,0.617406,0.576087,604,604,378,226,168,58,0.000012,0.000012,0.000012,0.000012,0.000012,0.000007,0.011905,0.000000,0.395640,false,0.000006,0.000012,0.010582,0.010582,0.007937,0.521739,5,2,1,0.022124,0.008850,0.004425,false,patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.521739 < 1.500000; cross_data_tail_consistent is false
519,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,expression_blendshape,bs_noseSneerLeft,,patient_higher,patient_higher,nonpatient_higher,false,0.579604,0.624795,0.574940,604,604,378,226,168,58,0.000012,0.000012,0.000012,0.000012,0.000012,0.000007,0.011905,0.000000,0.391304,false,0.000006,0.000012,0.010582,0.010582,0.007937,0.521739,4,4,1,0.017699,0.017699,0.004425,false,patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.521739 < 1.500000; cross_data_tail_consistent is false
520,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,asymmetry,bsdiff_mouthPress_abs,,patient_higher,patient_higher,patient_higher,true,0.511347,0.521962,0.525361,604,604,378,226,168,58,0.146638,0.170089,0.328156,0.373292,0.115632,0.172686,0.032738,0.023810,0.330391,false,0.076107,0.178038,0.021164,0.010582,0.000000,0.519015,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.021164 < 0.150000; tail_separation_ratio 0.519015 < 1.500000; cross_data_tail_consistent is false
521,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,asymmetry,bsdiff_mouthStretch_abs,,patient_higher,nonpatient_higher,nonpatient_higher,false,0.512578,0.519294,0.503617,604,604,378,226,168,58,0.228352,0.236878,0.266700,0.275056,0.232347,0.121612,0.029762,0.023810,0.476594,false,0.117769,0.265319,0.029101,0.026455,0.010582,0.515733,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.029101 < 0.150000; tail_separation_ratio 0.515733 < 1.500000; cross_data_tail_consistent is false
