tail_rank,role_scope,role_scope_description,aggregation,feature_type,feature_name,candidate_grade,combined_direction,old_direction,new_direction,direction_consistent,old_directional_auc,new_directional_auc,combined_directional_auc,combined_patient_n,combined_patient_n_with_feature,combined_positive_n,combined_negative_n,old_negative_n,new_negative_n,nonpatient_P99,nonpatient_P995,nonpatient_P999,nonpatient_max,old_nonpatient_P99,new_nonpatient_P99,old_patient_above_old_P99_rate,new_patient_above_new_P99_rate,cross_data_p99_relative_diff,cross_data_tail_consistent,patient_P90,patient_P99,patient_above_P99_rate,patient_above_P995_rate,patient_above_P999_rate,tail_separation_ratio,combined_fp_at_P99,combined_fp_at_P995,combined_fp_at_P999,combined_fp_rate_at_P99,combined_fp_rate_at_P995,combined_fp_rate_at_P999,strict_filter_pass,filter_failure_reasons
439,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,asymmetry,raw_eye_region_centroid_z_asym,,patient_higher,patient_higher,patient_higher,true,0.524252,0.610837,0.557803,604,604,378,226,168,58,0.195889,0.200775,0.235569,0.245582,0.191283,0.113225,0.008929,0.071429,0.408075,false,0.110076,0.192667,0.010582,0.010582,0.005291,0.561927,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.561927 < 1.500000; cross_data_tail_consistent is false
440,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,asymmetry,raw_lip_region_centroid_z_asym,,patient_higher,nonpatient_higher,patient_higher,false,0.502214,0.524631,0.508615,604,604,378,226,168,58,0.087331,0.092537,0.099299,0.101049,0.087218,0.057129,0.005952,0.071429,0.344984,false,0.048967,0.081435,0.007937,0.005291,0.002646,0.560705,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.560705 < 1.500000; cross_data_tail_consistent is false
441,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,asymmetry,raw_lip_region_centroid_z_asym,,patient_higher,nonpatient_higher,patient_higher,false,0.502693,0.519704,0.508253,604,604,378,226,168,58,0.087331,0.092537,0.099299,0.101049,0.087218,0.057129,0.005952,0.071429,0.344984,false,0.048967,0.081435,0.007937,0.005291,0.002646,0.560705,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.560705 < 1.500000; cross_data_tail_consistent is false
442,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,asymmetry,raw_lip_region_height_asym,,patient_higher,patient_higher,patient_higher,true,0.501488,0.569007,0.547433,605,605,378,227,168,59,0.078075,0.084918,0.116179,0.125011,0.080721,0.035829,0.023810,0.047619,0.556135,false,0.043731,0.107220,0.029101,0.021164,0.007937,0.560113,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.029101 < 0.150000; tail_separation_ratio 0.560113 < 1.500000; cross_data_tail_consistent is false
443,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,bsdiff_eyeLookDown_abs,,patient_higher,patient_higher,patient_higher,true,0.524509,0.550444,0.527343,603,603,378,225,166,59,0.064416,0.069856,0.168530,0.196816,0.063691,0.062061,0.026786,0.000000,0.025589,true,0.036020,0.108346,0.023810,0.015873,0.002646,0.559185,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.023810 < 0.150000; tail_separation_ratio 0.559185 < 1.500000
444,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,asymmetry,raw_lip_region_height_asym,,patient_higher,nonpatient_higher,patient_higher,false,0.522782,0.593596,0.506485,604,604,378,226,168,58,0.082980,0.085688,0.092900,0.094893,0.084175,0.050818,0.026786,0.023810,0.396283,false,0.046393,0.112478,0.026455,0.026455,0.026455,0.559087,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.026455 < 0.150000; tail_separation_ratio 0.559087 < 1.500000; cross_data_tail_consistent is false
445,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,asymmetry,raw_all_mesh_region_centroid_z_asym,,patient_higher,patient_higher,patient_higher,true,0.522038,0.571839,0.558224,604,604,378,226,168,58,0.158762,0.173986,0.186827,0.189940,0.158115,0.085432,0.017857,0.047619,0.459683,false,0.088713,0.177306,0.018519,0.010582,0.010582,0.558782,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.018519 < 0.150000; tail_separation_ratio 0.558782 < 1.500000; cross_data_tail_consistent is false
446,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,asymmetry,raw_lip_region_height_asym,,patient_higher,nonpatient_higher,patient_higher,false,0.523756,0.591954,0.505578,604,604,378,226,168,58,0.082980,0.085688,0.092900,0.094893,0.084175,0.050818,0.026786,0.023810,0.396283,false,0.046323,0.112478,0.026455,0.026455,0.026455,0.558244,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.026455 < 0.150000; tail_separation_ratio 0.558244 < 1.500000; cross_data_tail_consistent is false
447,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,expression_blendshape,bs_mouthLowerDownLeft,,patient_higher,nonpatient_higher,nonpatient_higher,false,0.523827,0.507264,0.522096,605,605,378,227,168,59,0.293082,0.361100,0.428056,0.444942,0.323184,0.164543,0.002976,0.095238,0.490868,false,0.163406,0.271260,0.010582,0.002646,0.002646,0.557544,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.557544 < 1.500000; cross_data_tail_consistent is false
448,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,asymmetry,bsdiff_eyeLookOut_abs,,patient_higher,nonpatient_higher,nonpatient_higher,false,0.517893,0.632365,0.526432,605,605,378,227,168,59,0.900460,0.907447,0.932686,0.939814,0.706609,0.908274,0.029762,0.023810,0.222031,true,0.500786,0.859333,0.002646,0.002646,0.000000,0.556144,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.002646 < 0.150000; tail_separation_ratio 0.556144 < 1.500000
449,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,expression_blendshape,bs_mouthStretchLeft,,patient_higher,patient_higher,nonpatient_higher,false,0.524022,0.511703,0.536979,605,605,378,227,168,59,0.276322,0.287100,0.359298,0.379911,0.280439,0.128165,0.020833,0.071429,0.542986,false,0.153647,0.381482,0.023810,0.018519,0.013228,0.556042,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.023810 < 0.150000; tail_separation_ratio 0.556042 < 1.500000; cross_data_tail_consistent is false
450,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,bsdiff_mouth_abs,,patient_higher,patient_higher,patient_higher,true,0.532173,0.573043,0.537501,603,603,378,225,166,59,0.040182,0.042812,0.051396,0.053771,0.041236,0.018818,0.062500,0.047619,0.543650,false,0.022341,0.214911,0.058201,0.052910,0.042328,0.556003,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.058201 < 0.150000; tail_separation_ratio 0.556003 < 1.500000; cross_data_tail_consistent is false
451,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,bsdiff_mouth_lateral_abs,,patient_higher,patient_higher,patient_higher,true,0.532173,0.573043,0.537501,603,603,378,225,166,59,0.040182,0.042812,0.051396,0.053771,0.041236,0.018818,0.062500,0.047619,0.543650,false,0.022341,0.214911,0.058201,0.052910,0.042328,0.556003,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.058201 < 0.150000; tail_separation_ratio 0.556003 < 1.500000; cross_data_tail_consistent is false
452,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,bsdiff_mouth_abs,,patient_higher,patient_higher,patient_higher,true,0.532173,0.561743,0.536173,603,603,378,225,166,59,0.040182,0.042812,0.051396,0.053771,0.041236,0.018818,0.062500,0.047619,0.543650,false,0.022341,0.214911,0.058201,0.052910,0.042328,0.556003,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.058201 < 0.150000; tail_separation_ratio 0.556003 < 1.500000; cross_data_tail_consistent is false
453,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,bsdiff_mouth_lateral_abs,,patient_higher,patient_higher,patient_higher,true,0.532173,0.561743,0.536173,603,603,378,225,166,59,0.040182,0.042812,0.051396,0.053771,0.041236,0.018818,0.062500,0.047619,0.543650,false,0.022341,0.214911,0.058201,0.052910,0.042328,0.556003,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.058201 < 0.150000; tail_separation_ratio 0.556003 < 1.500000; cross_data_tail_consistent is false
454,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,asymmetry,bsdiff_eyeBlink_abs,,patient_higher,patient_higher,patient_higher,true,0.517875,0.577885,0.532434,605,605,378,227,168,59,0.208748,0.237645,0.275193,0.285135,0.223114,0.130077,0.011905,0.095238,0.416993,false,0.115855,0.220156,0.013228,0.007937,0.005291,0.554997,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.013228 < 0.150000; tail_separation_ratio 0.554997 < 1.500000; cross_data_tail_consistent is false
455,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,asymmetry,raw_iris_region_point_spread_asym,recommended,patient_higher,patient_higher,patient_higher,true,0.584334,0.598522,0.614149,604,604,378,226,168,58,0.059773,0.062151,0.090890,0.099175,0.061266,0.027903,0.014881,0.023810,0.544559,false,0.033169,0.067314,0.015873,0.013228,0.000000,0.554915,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.015873 < 0.150000; tail_separation_ratio 0.554915 < 1.500000; cross_data_tail_consistent is false
456,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,asymmetry,raw_eye_region_centroid_z_asym,,patient_higher,patient_higher,patient_higher,true,0.500230,0.558918,0.522493,605,605,378,227,168,59,0.192742,0.225854,0.245615,0.250104,0.186828,0.168809,0.008929,0.000000,0.096446,true,0.106834,0.175701,0.007937,0.007937,0.002646,0.554284,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.554284 < 1.500000
457,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,asymmetry,bsdiff_eye_max_abs,,patient_higher,patient_higher,patient_higher,true,0.543755,0.551251,0.543322,603,603,378,225,166,59,0.608224,0.679792,0.735831,0.749656,0.643817,0.433739,0.017857,0.023810,0.326301,false,0.336948,0.733342,0.018519,0.013228,0.010582,0.553986,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.018519 < 0.150000; tail_separation_ratio 0.553986 < 1.500000; cross_data_tail_consistent is false
458,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,asymmetry,bsdiff_mouth_abs,,patient_higher,patient_higher,patient_higher,true,0.532281,0.580307,0.538125,603,603,378,225,166,59,0.042442,0.052499,0.068140,0.072288,0.046880,0.019011,0.053571,0.047619,0.594473,false,0.023509,0.214911,0.052910,0.039683,0.029101,0.553893,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.052910 < 0.150000; tail_separation_ratio 0.553893 < 1.500000; cross_data_tail_consistent is false
459,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,asymmetry,bsdiff_mouth_lateral_abs,,patient_higher,patient_higher,patient_higher,true,0.532281,0.580307,0.538125,603,603,378,225,166,59,0.042442,0.052499,0.068140,0.072288,0.046880,0.019011,0.053571,0.047619,0.594473,false,0.023509,0.214911,0.052910,0.039683,0.029101,0.553893,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.052910 < 0.150000; tail_separation_ratio 0.553893 < 1.500000; cross_data_tail_consistent is false
460,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,bsdiff_eyeLookDown_abs,,patient_higher,patient_higher,patient_higher,true,0.524509,0.546812,0.526814,603,603,378,225,166,59,0.064416,0.069856,0.168530,0.196816,0.063691,0.062061,0.026786,0.000000,0.025589,true,0.035593,0.108346,0.023810,0.015873,0.002646,0.552547,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.023810 < 0.150000; tail_separation_ratio 0.552547 < 1.500000
461,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,asymmetry,bsdiff_mouthStretch_abs,,patient_higher,nonpatient_higher,nonpatient_higher,false,0.518654,0.516142,0.511211,605,605,378,227,168,59,0.166245,0.172006,0.189735,0.194669,0.168552,0.062918,0.026786,0.023810,0.626712,false,0.091641,0.199633,0.026455,0.018519,0.015873,0.551237,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.026455 < 0.150000; tail_separation_ratio 0.551237 < 1.500000; cross_data_tail_consistent is false
462,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,expression_blendshape,bs_mouthStretchRight,,patient_higher,patient_higher,nonpatient_higher,false,0.503295,0.522989,0.511518,604,604,378,226,168,58,0.423137,0.446348,0.699958,0.772774,0.417066,0.367112,0.020833,0.071429,0.119774,true,0.232966,0.545379,0.023810,0.018519,0.005291,0.550569,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.023810 < 0.150000; tail_separation_ratio 0.550569 < 1.500000
463,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,asymmetry,raw_all_mesh_region_centroid_z_asym,,patient_higher,nonpatient_higher,patient_higher,false,0.513535,0.600081,0.519072,605,605,378,227,168,59,0.135333,0.170999,0.186814,0.189940,0.132979,0.073888,0.014881,0.047619,0.444364,false,0.074353,0.143267,0.013228,0.007937,0.002646,0.549409,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.013228 < 0.150000; tail_separation_ratio 0.549409 < 1.500000; cross_data_tail_consistent is false
464,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,bsdiff_eye_max_abs,,patient_higher,patient_higher,patient_higher,true,0.545208,0.545601,0.543733,603,603,378,225,166,59,0.608224,0.679792,0.735831,0.749656,0.643817,0.433739,0.017857,0.023810,0.326301,false,0.334057,0.733342,0.018519,0.013228,0.010582,0.549234,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.018519 < 0.150000; tail_separation_ratio 0.549234 < 1.500000; cross_data_tail_consistent is false
465,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,bsdiff_eye_max_abs,,patient_higher,patient_higher,patient_higher,true,0.545208,0.543180,0.543674,603,603,378,225,166,59,0.608224,0.679792,0.735831,0.749656,0.643817,0.433739,0.017857,0.023810,0.326301,false,0.334057,0.733342,0.018519,0.013228,0.010582,0.549234,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.018519 < 0.150000; tail_separation_ratio 0.549234 < 1.500000; cross_data_tail_consistent is false
466,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,asymmetry,raw_face_oval_region_centroid_z_asym,,patient_higher,nonpatient_higher,patient_higher,false,0.514332,0.547215,0.521945,605,605,378,227,168,59,0.463293,0.602748,0.679851,0.696439,0.345620,0.623039,0.026786,0.000000,0.445268,false,0.254251,0.428327,0.002646,0.000000,0.000000,0.548790,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.002646 < 0.150000; tail_separation_ratio 0.548790 < 1.500000; cross_data_tail_consistent is false
467,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,asymmetry,raw_all_mesh_region_centroid_z_asym,,patient_higher,nonpatient_higher,patient_higher,false,0.501027,0.566990,0.523285,605,605,378,227,168,59,0.138777,0.158319,0.176245,0.180725,0.135232,0.117715,0.008929,0.000000,0.129534,true,0.076088,0.123901,0.007937,0.002646,0.002646,0.548275,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.548275 < 1.500000
468,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,asymmetry,raw_eyebrow_region_centroid_z_asym,,patient_higher,patient_higher,patient_higher,true,0.500531,0.555690,0.521991,605,605,378,227,168,59,0.202487,0.236902,0.256445,0.260858,0.194973,0.176084,0.008929,0.000000,0.096876,true,0.110826,0.184419,0.007937,0.007937,0.002646,0.547325,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.547325 < 1.500000
469,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,asymmetry,bsdiff_mouthDimple_abs,,patient_higher,patient_higher,patient_higher,true,0.507618,0.535513,0.553097,605,605,378,227,168,59,0.048043,0.055004,0.065712,0.068559,0.051027,0.030831,0.023810,0.071429,0.395784,false,0.026280,0.065227,0.029101,0.023810,0.010582,0.547002,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.029101 < 0.150000; tail_separation_ratio 0.547002 < 1.500000; cross_data_tail_consistent is false
470,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,asymmetry,raw_lip_region_centroid_z_asym,candidate,patient_higher,patient_higher,patient_higher,true,0.541389,0.619048,0.566890,603,603,378,225,166,59,0.086388,0.094491,0.111162,0.115735,0.082909,0.043825,0.023810,0.095238,0.471411,false,0.047199,0.109926,0.021164,0.018519,0.010582,0.546360,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.021164 < 0.150000; tail_separation_ratio 0.546360 < 1.500000; cross_data_tail_consistent is false
471,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,expression_blendshape,bs_noseSneerRight,reference_only,patient_higher,patient_higher,patient_higher,true,0.552996,0.537934,0.590407,605,605,378,227,168,59,0.000011,0.000011,0.000012,0.000012,0.000011,0.000011,0.011905,0.000000,0.000000,true,0.000006,0.000011,0.010582,0.010582,0.010582,0.545455,5,5,1,0.022026,0.022026,0.004405,false,patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.545455 < 1.500000
472,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,expression_blendshape,bs_noseSneerRight,,patient_higher,nonpatient_higher,patient_higher,false,0.501355,0.534278,0.519572,604,604,378,226,168,58,0.000011,0.000011,0.000012,0.000012,0.000011,0.000011,0.011905,0.000000,0.000000,true,0.000006,0.000011,0.010582,0.010582,0.010582,0.545455,5,5,1,0.022124,0.022124,0.004425,false,patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.545455 < 1.500000
473,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,asymmetry,bsdiff_eyeLookIn_abs,,patient_higher,patient_higher,nonpatient_higher,false,0.519776,0.514931,0.512781,603,603,378,225,166,59,0.599126,0.665428,0.732540,0.749656,0.630894,0.431061,0.017857,0.023810,0.316746,false,0.325787,0.733342,0.018519,0.015873,0.010582,0.543771,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.018519 < 0.150000; tail_separation_ratio 0.543771 < 1.500000; cross_data_tail_consistent is false
474,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,asymmetry,bsdiff_brow_mean_abs,candidate,patient_higher,patient_higher,patient_higher,true,0.546265,0.596852,0.562540,603,603,378,225,166,59,0.201783,0.209136,0.270589,0.288244,0.207855,0.134115,0.008929,0.047619,0.354766,false,0.109703,0.197404,0.007937,0.007937,0.000000,0.543670,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.543670 < 1.500000; cross_data_tail_consistent is false
475,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,expression_blendshape,bs_mouthPucker,,patient_higher,patient_higher,nonpatient_higher,false,0.566327,0.549637,0.564937,605,605,378,227,168,59,0.805829,0.817327,0.916903,0.945499,0.810516,0.632819,0.017857,0.023810,0.219240,true,0.436078,0.851034,0.015873,0.015873,0.002646,0.541154,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.015873 < 0.150000; tail_separation_ratio 0.541154 < 1.500000
476,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,asymmetry,bsdiff_mouthStretch_abs,,patient_higher,nonpatient_higher,nonpatient_higher,false,0.508415,0.514778,0.508065,604,604,378,226,168,58,0.223751,0.228978,0.264829,0.275056,0.226250,0.121612,0.035714,0.023810,0.462488,false,0.120742,0.265319,0.031746,0.026455,0.010582,0.539628,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.031746 < 0.150000; tail_separation_ratio 0.539628 < 1.500000; cross_data_tail_consistent is false
477,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,asymmetry,raw_iris_region_area_asym,recommended,patient_higher,patient_higher,patient_higher,true,0.554847,0.641646,0.591136,605,605,378,227,168,59,0.074575,0.081894,0.084369,0.084910,0.079317,0.041963,0.005952,0.071429,0.470949,false,0.040165,0.077537,0.021164,0.005291,0.002646,0.538577,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.021164 < 0.150000; tail_separation_ratio 0.538577 < 1.500000; cross_data_tail_consistent is false
478,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,expression_blendshape,bs_noseSneerRight,,patient_higher,patient_higher,patient_higher,true,0.504447,0.527240,0.535854,605,605,378,227,168,59,0.000006,0.000006,0.000006,0.000006,0.000006,0.000004,0.008929,0.023810,0.352941,false,0.000003,0.000005,0.007937,0.007937,0.007937,0.537634,3,3,3,0.013216,0.013216,0.013216,false,patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.537634 < 1.500000; cross_data_tail_consistent is false
479,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,expression_blendshape,bs_noseSneerLeft,,patient_higher,patient_higher,nonpatient_higher,false,0.576849,0.613506,0.584065,604,604,378,226,168,58,0.000017,0.000019,0.000023,0.000024,0.000018,0.000007,0.008929,0.000000,0.603624,false,0.000009,0.000016,0.010582,0.005291,0.005291,0.537313,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.537313 < 1.500000; cross_data_tail_consistent is false
480,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,asymmetry,bsdiff_eyeLookOut_abs,,patient_higher,patient_higher,patient_higher,true,0.525118,0.514931,0.517460,603,603,378,225,166,59,0.601000,0.679792,0.731845,0.744520,0.643817,0.433739,0.017857,0.023810,0.326301,false,0.322896,0.729512,0.021164,0.013228,0.010582,0.537265,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.021164 < 0.150000; tail_separation_ratio 0.537265 < 1.500000; cross_data_tail_consistent is false
481,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,asymmetry,raw_all_mesh_region_centroid_z_asym,,patient_higher,patient_higher,patient_higher,true,0.520160,0.562808,0.544330,604,604,378,226,168,58,0.141095,0.144023,0.168971,0.176106,0.140545,0.075679,0.002976,0.071429,0.461534,false,0.075753,0.133774,0.005291,0.005291,0.005291,0.536892,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.005291 < 0.150000; tail_separation_ratio 0.536892 < 1.500000; cross_data_tail_consistent is false
482,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,asymmetry,raw_all_mesh_region_centroid_z_asym,,patient_higher,patient_higher,patient_higher,true,0.519204,0.565681,0.543780,604,604,378,226,168,58,0.141095,0.144023,0.168971,0.176106,0.140545,0.075679,0.002976,0.071429,0.461534,false,0.075753,0.133774,0.005291,0.005291,0.005291,0.536892,3,2,1,0.013274,0.008850,0.004425,false,patient_above_P99_rate 0.005291 < 0.150000; tail_separation_ratio 0.536892 < 1.500000; cross_data_tail_consistent is false
483,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,bsdiff_brow_mean_abs,candidate,patient_higher,patient_higher,patient_higher,true,0.543791,0.587571,0.560459,603,603,378,225,166,59,0.201783,0.209136,0.270589,0.288244,0.207855,0.111910,0.008929,0.071429,0.461596,false,0.108304,0.197404,0.007937,0.007937,0.000000,0.536736,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.536736 < 1.500000; cross_data_tail_consistent is false
484,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,bsdiff_brow_mean_abs,candidate,patient_higher,patient_higher,patient_higher,true,0.543791,0.589992,0.560200,603,603,378,225,166,59,0.201783,0.209136,0.270589,0.288244,0.207855,0.111910,0.008929,0.071429,0.461596,false,0.108304,0.197404,0.007937,0.007937,0.000000,0.536736,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.536736 < 1.500000; cross_data_tail_consistent is false
485,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,asymmetry,raw_lip_region_centroid_z_asym,,patient_higher,nonpatient_higher,patient_higher,false,0.515377,0.594835,0.510326,605,605,378,227,168,59,0.085274,0.099101,0.107770,0.109733,0.084026,0.051751,0.014881,0.071429,0.384106,false,0.045770,0.089100,0.013228,0.007937,0.007937,0.536733,3,2,1,0.013216,0.008811,0.004405,false,patient_above_P99_rate 0.013228 < 0.150000; tail_separation_ratio 0.536733 < 1.500000; cross_data_tail_consistent is false
486,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,bsdiff_eyeLookIn_abs,,patient_higher,patient_higher,nonpatient_higher,false,0.519094,0.516546,0.512357,603,603,378,225,166,59,0.599126,0.665428,0.732540,0.749656,0.630894,0.431061,0.017857,0.023810,0.316746,false,0.321526,0.733342,0.018519,0.015873,0.010582,0.536659,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.018519 < 0.150000; tail_separation_ratio 0.536659 < 1.500000; cross_data_tail_consistent is false
487,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,bsdiff_eyeLookIn_abs,,patient_higher,patient_higher,nonpatient_higher,false,0.519094,0.514931,0.512334,603,603,378,225,166,59,0.599126,0.665428,0.732540,0.749656,0.630894,0.431061,0.017857,0.023810,0.316746,false,0.321526,0.733342,0.018519,0.015873,0.010582,0.536659,3,2,1,0.013333,0.008889,0.004444,false,patient_above_P99_rate 0.018519 < 0.150000; tail_separation_ratio 0.536659 < 1.500000; cross_data_tail_consistent is false
